timestamp,tag_id,value,quality,scenario_id
2026-01-01T08:00:00+01:00,Z2.TRAF.Density,24.883530823967103,GOOD,stau_case_04
2026-01-01T08:00:00+01:00,Z2.TRAF.Speed,93.75,GOOD,stau_case_04
2026-01-01T08:00:00+01:00,Z2.CO.S01.Value,9.99400024449119,GOOD,stau_case_04
2026-01-01T08:00:00+01:00,Z2.VIS.S01.Value,0.045018942767068554,GOOD,stau_case_04
2026-01-01T08:00:00+01:00,Z2.VMS.SpeedLimit,90.0,GOOD,stau_case_04
2026-01-01T08:00:00+01:00,Z2.FAN.StageCmd,3.0,GOOD,stau_case_04
2026-01-01T08:00:00+01:00,Z2.EVENT.IncidentFlag,0.0,GOOD,stau_case_04
2026-01-01T08:00:01+01:00,Z2.TRAF.Density,24.779696748779592,GOOD,stau_case_04
2026-01-01T08:00:01+01:00,Z2.TRAF.Speed,92.8125,GOOD,stau_case_04
2026-01-01T08:00:01+01:00,Z2.CO.S01.Value,9.98800408768247,GOOD,stau_case_04
2026-01-01T08:00:01+01:00,Z2.VIS.S01.Value,0.06449540807328208,GOOD,stau_case_04
2026-01-01T08:00:01+01:00,Z2.VMS.SpeedLimit,90.0,GOOD,stau_case_04
2026-01-01T08:00:01+01:00,Z2.FAN.StageCmd,3.0,GOOD,stau_case_04
2026-01-01T08:00:01+01:00,Z2.EVENT.IncidentFlag,0.0,GOOD,stau_case_04
2026-01-01T08:00:02+01:00,Z2.TRAF.Density,24.685941217837268,GOOD,stau_case_04
2026-01-01T08:00:02+01:00,Z2.TRAF.Speed,92.109375,GOOD,stau_case_04
2026-01-01T08:00:02+01:00,Z2.CO.S01.Value,9.982011527555873,GOOD,stau_case_04
2026-01-01T08:00:02+01:00,Z2.VIS.S01.Value,0.07964352140175653,GOOD,stau_case_04
2026-01-01T08:00:02+01:00,Z2.VMS.SpeedLimit,90.0,GOOD,stau_case_04
2026-01-01T08:00:02+01:00,Z2.FAN.StageCmd,3.0,GOOD,stau_case_04
2026-01-01T08:00:02+01:00,Z2.EVENT.IncidentFlag,0.0,GOOD,stau_case_04
2026-01-01T08:00:03+01:00,Z2.TRAF.Density,24.600345764436494,GOOD,stau_case_04
2026-01-01T08:00:03+01:00,Z2.TRAF.Speed,91.58203125,GOOD,stau_case_04
2026-01-01T08:00:03+01:00,Z2.CO.S01.Value,9.976022562061535,GOOD,stau_case_04
2026-01-01T08:00:03+01:00,Z2.VIS.S01.Value,0.09141118427311357,GOOD,stau_case_04
2026-01-01T08:00:03+01:00,Z2.VMS.SpeedLimit,90.0,GOOD,stau_case_04
2026-01-01T08:00:03+01:00,Z2.FAN.StageCmd,3.0,GOOD,stau_case_04
2026-01-01T08:00:03+01:00,Z2.EVENT.IncidentFlag,0.0,GOOD,stau_case_04
2026-01-01T08:00:04+01:00,Z2.TRAF.Density,24.521465363131036,GOOD,stau_case_04
2026-01-01T08:00:04+01:00,Z2.TRAF.Speed,91.1865234375,GOOD,stau_case_04
2026-01-01T08:00:04+01:00,Z2.CO.S01.Value,9.970037189127494,GOOD,stau_case_04
2026-01-01T08:00:04+01:00,Z2.VIS.S01.Value,0.10053875178596423,GOOD,stau_case_04
2026-01-01T08:00:04+01:00,Z2.VMS.SpeedLimit,90.0,GOOD,stau_case_04
2026-01-01T08:00:04+01:00,Z2.FAN.StageCmd,3.0,GOOD,stau_case_04
2026-01-01T08:00:04+01:00,Z2.EVENT.IncidentFlag,0.0,GOOD,stau_case_04
2026-01-01T08:00:05+01:00,Z2.TRAF.Density,24.44820705869001,GOOD,stau_case_04
2026-01-01T08:00:05+01:00,Z2.TRAF.Speed,90.889892578125,GOOD,stau_case_04
2026-01-01T08:00:05+01:00,Z2.CO.S01.Value,9.964055406666343,GOOD,stau_case_04
2026-01-01T08:00:05+01:00,Z2.VIS.S01.Value,0.10760466050314138,GOOD,stau_case_04
2026-01-01T08:00:05+01:00,Z2.VMS.SpeedLimit,90.0,GOOD,stau_case_04
2026-01-01T08:00:05+01:00,Z2.FAN.StageCmd,3.0,GOOD,stau_case_04
2026-01-01T08:00:05+01:00,Z2.EVENT.IncidentFlag,0.0,GOOD,stau_case_04
2026-01-01T08:00:06+01:00,Z2.TRAF.Density,24.379740201245408,GOOD,stau_case_04
2026-01-01T08:00:06+01:00,Z2.TRAF.Speed,90.66741943359375,GOOD,stau_case_04
2026-01-01T08:00:06+01:00,Z2.CO.S01.Value,9.958077212579838,GOOD,stau_case_04
2026-01-01T08:00:06+01:00,Z2.VIS.S01.Value,0.11306095316270104,GOOD,stau_case_04
2026-01-01T08:00:06+01:00,Z2.VMS.SpeedLimit,90.0,GOOD,stau_case_04
2026-01-01T08:00:06+01:00,Z2.FAN.StageCmd,3.0,GOOD,stau_case_04
2026-01-01T08:00:06+01:00,Z2.EVENT.IncidentFlag,0.0,GOOD,stau_case_04
2026-01-01T08:00:07+01:00,Z2.TRAF.Density,24.315429887318576,GOOD,stau_case_04
2026-01-01T08:00:07+01:00,Z2.TRAF.Speed,90.50056457519531,GOOD,stau_case_04
2026-01-01T08:00:07+01:00,Z2.CO.S01.Value,9.9521026047621,GOOD,stau_case_04
2026-01-01T08:00:07+01:00,Z2.VIS.S01.Value,0.11726096459079552,GOOD,stau_case_04
2026-01-01T08:00:07+01:00,Z2.VMS.SpeedLimit,90.0,GOOD,stau_case_04
2026-01-01T08:00:07+01:00,Z2.FAN.StageCmd,3.0,GOOD,stau_case_04
2026-01-01T08:00:07+01:00,Z2.EVENT.IncidentFlag,0.0,GOOD,stau_case_04
2026-01-01T08:00:08+01:00,Z2.TRAF.Density,24.254787509614655,GOOD,stau_case_04
2026-01-01T08:00:08+01:00,Z2.TRAF.Speed,90.37542343139648,GOOD,stau_case_04
2026-01-01T08:00:08+01:00,Z2.CO.S01.Value,9.9461315811019,GOOD,stau_case_04
2026-01-01T08:00:08+01:00,Z2.VIS.S01.Value,0.12048091523727647,GOOD,stau_case_04
2026-01-01T08:00:08+01:00,Z2.VMS.SpeedLimit,90.0,GOOD,stau_case_04
2026-01-01T08:00:08+01:00,Z2.FAN.StageCmd,3.0,GOOD,stau_case_04
2026-01-01T08:00:08+01:00,Z2.EVENT.IncidentFlag,0.0,GOOD,stau_case_04
