timestamp,tag_id,value,quality,scenario_id
2026-01-01T08:00:00+01:00,Z2.TRAF.Density,24.977430555555557,GOOD,A_stau_peak_incident_demo
2026-01-01T08:00:00+01:00,Z2.TRAF.Speed,91.25,GOOD,A_stau_peak_incident_demo
2026-01-01T08:00:00+01:00,Z2.CO.S01.Value,9.995333578417613,GOOD,A_stau_peak_incident_demo
2026-01-01T08:00:00+01:00,Z2.VIS.S01.Value,0.04605011352362916,GOOD,A_stau_peak_incident_demo
2026-01-01T08:00:00+01:00,Z2.VMS.SpeedLimit,80.0,GOOD,A_stau_peak_incident_demo
2026-01-01T08:00:00+01:00,Z2.FAN.StageCmd,2.0,GOOD,A_stau_peak_incident_demo
2026-01-01T08:00:00+01:00,Z2.EVENT.IncidentFlag,0.0,GOOD,A_stau_peak_incident_demo
2026-01-01T08:00:01+01:00,Z2.TRAF.Density,24.977273888222392,GOOD,A_stau_peak_incident_demo
2026-01-01T08:00:01+01:00,Z2.TRAF.Speed,88.4375,GOOD,A_stau_peak_incident_demo
2026-01-01T08:00:01+01:00,Z2.CO.S01.Value,9.99066933423845,GOOD,A_stau_peak_incident_demo
2026-01-01T08:00:01+01:00,Z2.VIS.S01.Value,0.06769258634243301,GOOD,A_stau_peak_incident_demo
2026-01-01T08:00:01+01:00,Z2.VMS.SpeedLimit,80.0,GOOD,A_stau_peak_incident_demo
2026-01-01T08:00:01+01:00,Z2.FAN.StageCmd,2.0,GOOD,A_stau_peak_incident_demo
2026-01-01T08:00:01+01:00,Z2.EVENT.IncidentFlag,0.0,GOOD,A_stau_peak_incident_demo
2026-01-01T08:00:02+01:00,Z2.TRAF.Density,24.994083164340523,GOOD,A_stau_peak_incident_demo
2026-01-01T08:00:02+01:00,Z2.TRAF.Speed,86.328125,GOOD,A_stau_peak_incident_demo
2026-01-01T08:00:02+01:00,Z2.CO.S01.Value,9.98600726676147,GOOD,A_stau_peak_incident_demo
2026-01-01T08:00:02+01:00,Z2.VIS.S01.Value,0.08570571153826351,GOOD,A_stau_peak_incident_demo
